cluster_id,proposed_label,segment_count,document_count,percent_of_documents,representative_phrases
186,Schmerzen – Charakter,18,18,3.0,"Die Schmerzen seien meist lokal, jedoch in letzter Zeit mit Ausstrahlung in beide Beine hinten und in die Leiste vorne, rechtsbetont.
---
Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung in beiden Beinen.
---
Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung in das rechten Bein.
---
Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung in das rechte Bein bis zum Fuß.
---
Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung in den rechten Oberschenkel.
---
Die Schmerzen treten meistens lokal auf, jedoch teilweise mit Ausstrahlung in linkes Bein.
---
Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung in das linke Bein.
---
Die Schmerzen seien meist lokal, ab und zu mit Ausstrahlung in den linken Oberschenkel.
---
Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung ins Gesäßbereich und Oberschenkel rechts.
---
Die Schmerzen seien meist lokal, ab und zu mit Ausstrahlung in den beiden Oberschenkel.
---
Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung ins Gesäßbereich bds.
---
Die Schmerzen sind meistens lokal, jedoch in letzter Zeit Schmerzausstrahlung über die Unterarme bis zum Ellenbogen.
---
Die Schmerzen seien ziehend, meistens mit Ausstrahlung ins rechte Bein.
---
Es handelt sich um anhaltend ziehende Schmerzen von unterschiedlicher Ausprägung mit Ausstrahlung ins rechte Bein bis zu den Zehen.
---
Es handelt sich um anhaltende ziehende Schmerzen von unterschiedlicher Ausprägung mit Ausstrahlung ins rechte Bein bis zu den Zehen."
129,Sonstige / unbekannt,17,17,2.9,"Sie fühle sich fast immer angespannt sowohl körperlich als auch seelisch.
---
Sie fühle sich nahezu ständig angespannt – sowohl körperlich als auch psychisch.
---
Sie fühle sich fast immer körperlich angespannt.
---
Sie fühle sich immer angespannt sowohl körperlich als auch seelisch.
---
Sie  fühle sich häufig körperlich angespannt.
---
Sie fühle sich immer körperlich angespannt.
---
Sie fühle sich sowohl körperlich auch seelisch angespannt."
94,Schmerzen – Charakter,17,17,2.9,"Die Schmerzen sein auch in der Nacht vorhanden und sie wache aufgrund dieser auch häufig auf.
---
Die Schmerzen treten oft auch nachts auf.
---
Der Patient fügt hinzu, dass die Schmerzen sehr oft abends auftreten.
---
Manchmal treten auch nachts Schmerzen auf.
---
In der Nacht verstärken sich Schmerzen deutlich.
---
Die Schmerzen treten auch nachts auf und wecken sie oft aus dem Schlaf.
---
Die Schmerzen steigen über den Tag stark an mit Schmerzspitzen abends.
---
Sie gibt ferner an, dass die Schmerzen häufig nachts auftreten und sie dann oft aus dem Schlaf erwacht.
---
Die Schmerzen seien ständig vorhanden, auch nachts, und würden als stechend beschrieben.
---
Der Patient gibt außerdem an, dass er nachts häufig wegen der Schmerzen aufwacht.
---
Ganz intensiv seien die dumpfen Schmerzen in der Nacht.
---
Abends sind die Schmerzen am stärksten.
---
Nachts werden die Schmerzen deutlich intensiver als tagsüber empfunden.
---
Patient ergänzt weiterhin, dass die Schmerzen vor allem in der Nacht vorhanden werden.
---
Der Schmerz ist nachts und in der Früh bei dem Aufstehen am stärksten und lässt tagsüber etwas nach.
---
Nachts wird die Patientin gelegentlich durch die Schmerzen aus dem Schlaf geweckt."
123,Stimmung / Depression,17,17,2.9,"Stimmung sei schwankend.
---
Stimmung sei gedrückt.
---
Stimmung sei eher gedrückt."
75,Stimmung / Depression,17,17,2.9,"Der Patient leidet sehr unter seiner chronischen Beschwerdesymptomatik, und seine Stimmung und Energie seien dadurch sehr beeinträchtigt.
---
Der Patient leidet sehr unter seiner chronischen Beschwerdesymptomatik und seine Stimmung und Energie seien dadurch sehr beeinträchtigt.
---
Der Patient leidet unter seiner chronischen Beschwerdesymptomatik und seine Stimmung und Energie seien dadurch beeinträchtigt.
---
Der Patient leidet sehr unter ihrer chronischen Beschwerdesymptomatik und ihre Stimmung und Energie seien dadurch sehr beeinträchtigt.
---
Der Patient plagt unter chronische Beschwerdensymptomatik und seine Stimmung und Energie seien dadurch beeinflussen.
---
Er leidet unter der chronischen Beschwerdesymptomatik und seine Stimmung und Energie seien dadurch beeinflusst.
---
Er plagt unter chronische Beschwerdensymptomatik und seine Stimmung und Energie sind dadurch beeinflussen.
---
Er leide unter seiner chronischen Beschwerdesymptomatik und seine Stimmung sowie Energie seien dadurch beeinträchtigt.
---
Er leide sehr unter seiner chronischen Beschwerdesymptomatik und seine Stimmung und Energie seien dadurch sehr beeinträchtigt.
---
Die Patientin leidet sehr unter der chronischen Symptomatik und ihre Stimmung und Energie seien dadurch sehr beeinträchtigt.
---
Sie leidet unter der chronischen Beschwerdesymptomatik und ihre Stimmung und Energie seien dadurch beeinflusst.
---
Die Patientin klagt sehr über die chronische Beschwerdesymptomatik und ihre Stimmung und Energie seien sehr davon abhängig.
---
Herr R. leidet sehr unter seiner chronischen Beschwerdesymptomatik und seine Stimmung und Energie seien dadurch sehr beeinträchtigt."
65,HWS-Beschwerden,17,17,2.9,"Dabei sind vor allem Finger- und Handgelenke sowie Knie und Fußgelenke befallen.
---
Dabei sind vor allem Finger- und Handgelenke, Knie sowie Fußgelenke befallen.
---
Befallen sein vor allem beiden Schultergelenke, Hand- und Fingergelenke sowie Fuß- und Zehengelenken.
---
Dabei seien vor allem die Hand- und Fingergelenke sowie Fuß- und Zehengelenke befallen.
---
Die am meisten betroffenen Gelenke sind Finger-, Hand-, Schulter-, Hüft- sowie Fußgelenke.
---
Am stärksten betroffen sind die beiden Handgelenke und beiden Ellenbogen sowie linke Fußgelenke.
---
Dabei sind vor allem beide Fingergelenke, Hüftgelenke, Kniegelenke, Sprunggelenk, Zehengelenke befallen.
---
Betroffen sind insbesondere die Fingergelenke an Händen und Füßen sowie die Muskulatur der Unterarme und Oberschenkel.
---
Es seien vor allem die Hand- und Fingergelenke, die Fußgelenke sowie die beiden Knie betroffen.
---
Dabei sind Finger- und Handgelenken sowie Fuß- und Sprunggelenke betroffen.
---
Betroffen seien insbesondere beide Schultergelenke, Ellbogen, Handgelenke, Fingergelenke, Sprunggelenke sowie Zehengelenke.
---
Aktuell bestehen sie an den Fingern mit Ausdehnung auf die distale Hohlhandfläche palmar, an den Füßen sind sie auf die Zehen beschränkt.
---
Dabei sind vor allem beide Schultergelenke, Hüftgelenke, Kniegelenke, Mittelfußgelenke befallen.
---
Betroffen seien vor allem die Schultern mit Nackenbereich, Ellbogen, Handgelenke, Fingergelenke, Hüften sowie Kniegelenke.
---
Schultergelenke sowie Mittelfußgelenken."
48,LWS-Beschwerden,17,17,2.9,"Am schlimmsten betroffen seien die gesamte Wirbelsäule, beide Schultern und Arme, beide Oberschenkel, Kniegelenke sowie beide Fußgelenke.
---
Am schlimmsten betroffen seien Schulter-Nacken-Bereich, die Arme und Ellenbogen, die LWS, die Leisten sowie die Füße.
---
Am schlimmsten seien betroffen Schulter-Nacken-Bereich, der Armen und Ellenbogen, der LWS, der Leisten sowie der Füße.
---
Am schlimmsten seien betroffen Schultern und Oberarmen, der LWS sowie Oberschenkel und Füßen.
---
Am schlimmsten seien betroffen Schulter-Nacken-Bereich, der Armen und Ellenbogen, der LWS, Bauchraum, der Leisten sowie der Füße.
---
Am schlimmsten betroffen seien die gesamte Wirbelsäule, beide Schultern und Arme, der linke Oberschenkel sowie beide Kniegelenke.
---
Am schlimmsten seien betroffen Schulter-Nacken-Bereich, Hände und Füßen.
---
Am schlimmsten betroffen seien die gesamte Wirbelsäule, beide Schultern und Arme, Oberschenkeln.
---
Am schlimmsten betroffen seien der Kopf, beide Schultern und Arme sowie der Beine.
---
Am schlimmsten seien betroffen Schulter-Nacken-Bereich, der Armen und Unterarme, der LWS, der Leisten sowie Oberschenkel und Füßen.
---
Am schlimmsten sei „ganze rechte Körperseite“ betroffen (Ellenbogen, Hüfte, Knie…).
---
Am schlimmsten seien betroffen Schulter-Nacken-Bereich, der Armen und Unterarme, der LWS, Oberschenkel und Füßen.
---
Am intensivsten sind die Arme, die Schultern und der Nacken sowie untere Extremitäten betroffen.
---
Am schlimmsten betroffen seien die beiden Beine sowie gesamte Wirbelsäule.
---
Die intensivsten sind in der letzten Zeit auf Nacken, Schultern, Armen, Ellenbogen, Händen, unteren Rücken bis Steißbein sowie an den Beinen bis zu den Füßen."
73,Symptomverlauf / Verschlechterung,17,17,2.9,"Zudem schildert der Patient wiederkehrende „Crash“-Phasen mit abruptem Energieverlust sowie eine persistierende „Brain Fog“-Symptomatik im Sinne einer kognitiven Verlangsamung, Merkfähigkeitsstörungen, Konzentrationsstörungen und einem Gefühl geistiger Benommenheit.
---
Zudem berichtet die Patientin über wiederkehrende „Crash“-Phasen mit plötzlichem Energieverlust sowie über eine anhaltende „Brain Fog“-Symptomatik im Sinne von kognitiver Verlangsamung, Konzentrationsstörungen und einem Gefühl geistiger Benommenheit.
---
Zudem schildert der Patient wiederkehrende „Crash“-Phasen mit abruptem Energieverlust sowie eine persistierende „Brain Fog“-Symptomatik im Sinne einer kognitiven Verlangsamung, Konzentrationsstörungen und einem Gefühl geistiger Benommenheit.
---
Die Patientin berichtet über ausgeprägte postbelastungsinduzierte Verschlechterungen (sog. „Crashs“) mit starker Leistungseinbrüchen nach körperlicher oder geistiger Aktivität sowie über anhaltende kognitive Einschränkungen im Sinne von „Brain Fog“ mit Konzentrationsstörungen, verlangsamtem Denken und Wortfindungsstörungen.
---
Zudem schildert sie wiederkehrende „Crash“-Phasen mit abruptem Energieverlust sowie eine persistierende „Brain Fog“-Symptomatik im Sinne einer kognitiven Verlangsamung, Merkfähigkeitsstörungen, Wortfindungsstörung, Konzentrationsstörungen und einem Gefühl geistiger Benommenheit.
---
Zudem schildert sie wiederkehrende „Crash“-Phasen mit abruptem Energieverlust sowie eine persistierende „Brain Fog“-Symptomatik im Sinne einer kognitiven Verlangsamung, Merkfähigkeitsstörungen, Konzentrationsstörungen und einem Gefühl geistiger Benommenheit.
---
Zusätzlich berichtet die Patientin über ausgeprägte kognitive Einschränkungen im Sinne von Konzentrations- und Merkfähigkeitsstörungen sowie über eine ausgeprägte sogenannte „Crash“-Symptomatik mit rapider Zustandsverschlechterung nach körperlicher oder geistiger Belastung.
---
Zusätzlich berichtet die Patientin über kognitive Einschränkungen im Sinne von Konzentrations- und Merkfähigkeitsstörungen sowie über eine sogenannte „Crash“-Symptomatik mit rapider Zustandsverschlechterung nach körperlicher oder geistiger Belastung.
---
Die Patientin berichtet über ausgeprägte postbelastungsinduzierte Verschlechterungen (sog. „Crashs“) mit starken Leistungseinbrüchen nach körperlicher oder geistiger Aktivität.
---
Zudem berichtet die Patientin über kognitive Beeinträchtigungen in Form von Konzentrations- und Merkfähigkeitsstörungen."
12,Boilerplate – Erwartungen,16,16,2.7,"Vom Aufenthalt erhoffe er sich, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden.
---
Vom Aufenthalt erhoffe er, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden."
59,Kopfschmerzen / Migräne,18,16,2.7,"Derzeit treten die Migräneanfälle etwa einmal im Monat oder einmal alle zwei Monate auf und dauern etwa 2-3 Tage.
---
Die Migräneanfälle würden ca. 1-2 Mal in im Monat auftreten und dauern meistens bis zu 2-3 Tage lang.
---
Aktuell treten Migräneanfälle etwa zweimal pro Monat auf und dauern jeweils rund zwei Tage.
---
Aktuell treten Migräneanfälle ein- bis zweimal monatlich auf.
---
Aktuell treten die Migräneanfälle ein- bis zweimal monatlich auf.
---
aktuell treten Migräneanfälle etwa 3–4 Mal pro Jahr auf und dauern jeweils einen halben bis ganzen Tag an.
---
Die Häufigkeit der Migräneanfälle beträgt etwa 1–2 Mal pro Monat und sie dauern jeweils mehrere Stunden.
---
Was die Migräne betrifft, habe sie 3-4 Mal im Monat einen Migräneanfall mit Dauer 2-3 Tage.
---
Die Migräneanfälle würden ca. 1-2 Mal in der Woche auftreten und dauern bis zu 2-3 Tage lang.
---
Was die Migräne betrifft, so tritt sie 3-4 Mal im Monat auf.
---
Aktuell treten die Migräneanfälle 3-4 Mal pro Woche auf.
---
Wegen Migräne falle sie ca. jeden zweiten im Monat aus.
---
In der Regel dauert der Migräneanfall 1-2 Tage lange an.
---
Migräneanfälle treten aktuell etwa alle drei Monate auf, dauern einen Tag und sind mit vegetativer Symptomatik verbunden.
---
In letzter Zeit trete die Migräne durchschnittlich alle 1,5 Monate auf.
---
In der letzten Zeit kommt es durchschnittlich bis 8 Mal pro Monat zu mehrtägigen Migräneattacken.
---
Migräneattacken treten maximal 1–2 Mal pro Woche auf und dauern in der Regel 1–2 Tage."
58,Sonstige / unbekannt,18,16,2.7,"Wärme würde hier als angenehme empfunden.
---
Wärme wird hier als angenehm empfunden.
---
Wärme empfinde sie als angenehm.
---
Wärme würde hier eher als angenehme empfunden.
---
Lokale Wärme empfindet er als angenehm.
---
Auch hier würde lokale Wärme als angenehm empfunden.
---
Auch hier wird lokale Wärme als angenehme empfunden.
---
lokale Wärmeanwendungen würden als angenehm empfunden."
190,LWS-Beschwerden,16,16,2.7,"Zudem leide der Patient seit über vielen Jahren unter intermittierend Schmerzen im LWS-Bereich.
---
Zudem leide der Patient seit Jahren unter intermittierenden Schmerzen im LWS-Bereich.
---
Zudem leide die Patientin vielen Jahren unter intermittierend zunehmende Schmerzen im LWS-Bereich.
---
Zudem leidet der Patient seit 4-5 Jahren unter intermittierend zunehmenden Schmerzen im LWS-Bereich.
---
Zudem leide die Patientin seit über 2-3 Jahren unter intermittierenden Schmerzen im LWS-Bereich, die sich seit 2-3 Monaten zugespitzt haben.
---
Zudem leide der Patient seit über zehn Jahren unter intermittierend zunehmende Schmerzen im LWS-Bereich.
---
Zudem leide der Patient seit über zehn Jahren unter intermittierenden zunehmenden Schmerzen im LWS-Bereich.
---
Weiterhin leide die Patientin über anhaltenden Schmerzen im LWS-Bereich.
---
Zudem leide der Patient seit über drei Jahren unter intermittierenden, zunehmenden Schmerzen im LWS-Bereich.
---
Außerdem leidet die Patientin seit ca. drei bis vier Jahren unter Schmerzen in der LWS, der Schmerzcharakter sei ziehend.
---
Darüber hinaus klagt der Patient seit vielen Jahren über Schmerzen in dem LWS-Bereich.
---
Zudem leide die Patientin seit über 10 Jahren unter intermittierenden Schmerzen im LWS-Bereich.
---
Zudem leide der Patient seit über zwei Jahren unter intermittierenden zunehmenden Schmerzen im LWS-Bereich.
---
Zudem leide der Patient seit über fünf Jahren unter intermittierend zunehmende Schmerzen im LWS-Bereich.
---
Zudem leide der Patient seit über zwanzig Jahren unter intermittierenden zunehmenden Schmerzen im LWS-Bereich."
207,HWS-Beschwerden,16,16,2.7,"Schmerzen werden von fast ständiger Nacken-Schulter-Verspannung begleitend.
---
Schmerzen werden von ständiger Nacken-Schulter-Verspannung begleitend.
---
Schmerzen werden von häufiger Nacken-Schulter-Verspannung begleitend.
---
Die Schmerzen werden von fast ständig vorhandenen Nacken-Schulter-Verspannungen begleitet.
---
Die Schmerzen werden von einer fast ständig vorhandenen Nacken-Schulter-Verspannung begleitet.
---
Die Schmerzen werden von einer nahezu ständigen Verspannung im Nacken-Schulter-Bereich begleitet.
---
Die Schmerzen werden häufig von Nacken-Schulter-Verspannungen begleitet.
---
Schmerzen werden von ausgeprägter Nacken-Schulter-Verspannung und häufigen Blockanden begleitend.
---
Es besteht eine ausgeprägte Nacken-Schulter-Verspannung mit intermittierenden, ziehenden Schmerzen."
202,LWS-Beschwerden,16,16,2.7,"Hinsichtlich körperlicher Beschwerden berichtet die Patientin über seit vielen Jahren bestehende Schmerzen im Bereich der Halswirbelsäule.
---
Hinsichtlich weiteren somatischen Beschwerden berichtet die Patientin über seit Jahren bestehende chronische Schmerzen im Bereich der Halswirbelsäule.
---
Des Weiteren berichtet die Patientin, dass sie seit vielen Jahren unter intermittierenden Schmerzen im Bereich der Lendenwirbelsäule leidet.
---
Bei Aufnahmegespräch berichtet die Patientin über zehn Jahren unter intermittierenden Oberbauchschmerzen von drückendem Schmerzcharakter zu leiden.
---
Kurz gefasst berichtet die Patientin, seit vielen Jahren unter Schmerzen im Bereich der Lendenwirbelsäule zu leiden.
---
Bei Aufnahmegespräch berichtet der Patient seit über 9 Jahren unter Schmerzen im Bereich der Lendenwirbelsäule zu Leiden.
---
Hinsichtlich der somatischen Beschwerden berichtet die Patientin über seit Längerem bestehende Schmerzen im Bereich der Halswirbelsäule.
---
Bei Aufnahmegespräch berichtet die Patientin seit über einem Jahr an Ganzkörperschmerzen zu leiden.
---
Als weitere behandlungsbedürftige Beschwerden berichtet die Patientin über intermittierend auftretende stechende Schmerzen im Bereich der Halswirbelsäule.
---
Bei Aufnahmegespräch berichtet die Patientin seit über zehn Jahren an Ganzkörperschmerzen zu leiden.
---
Bei Aufnahmegespräch berichtet der Patient seit über zehn Jahren an Ganzkörperschmerzen zu leiden.
---
Zudem berichtet sie seit über vielen Jahren unter intermittierenden Nackenschmerzen zu leiden.
---
Die Patientin erwähnt außerdem, dass sie unter Verspannungen in der Kiefermuskulatur leide, die oft in Schmerzen übergehen.
---
Bei Aufnahmegespräch berichtet der Patient über 10 Jahren unter Ganzkörperschmerzen zu leiden.
---
Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin, seit vielen Jahren immer wieder unter intermittierenden, ziehenden Schmerzen im Bereich der Halswirbelsäule zu leiden, die häufig in beide Schultern sowie in den Hinterkopf ausstrahlen."
131,Sonstige / unbekannt,18,16,2.7,"Wärme, Liegen und Ablenkung führen zur Linderung.
---
Besserung durch Wärme.
---
Linderung erfahre sie durch Wärme und Bewegung.
---
Besserung durch die Wärme.
---
Linderung durch Wärme sowie Bewegung.
---
Linderung durch Wärme.
---
Linderung durch Wärmeanwendungen und Ruhe.
---
Linderung erfahre sie durch leichte Bewegung, Spazierengehen, Wärme.
---
Linderung durch Ruhe , Wärme sowie leichte Bewegung.
---
Linderung erfahre sie durch Wärme.
---
Besserung durch Ruhe und Wärme.
---
Linderung durch Wärme und Ruhe.
---
Dorsalgien werden durch Wärme kurzzeitig gelindert.
---
Auch hier erfahre er die kurzzeitige Linderung meistens durch lokale Wärme sowie leichte Bewegung.
---
Lindernd seien leichte Bewegung, Lagewechsel und lokale Wärme.
---
Kurzzeitige Linderung erfahre er meistens durch lokale Wärme sowie leichte Bewegung."
182,Schulter / Arm,16,15,2.5,"Zudem berichtet die Patientin über beidseitige Knieschmerzen von pochender sowie ziehender Schmerzqualität, die insbesondere unter Belastung auftreten.
---
Ferner berichtet die Patientin über seit vielen Jahren bestehende belastungsabhängige Schmerzen im rechten Kniegelenk.
---
Weiteren behandlungsbedürftige Beschwerden sind belastungabhängigen pochenden Knieschmerzen sowie drückenden Hüftschmerzen beidseits.
---
Weiteren behandlungsbedürftige Beschwerden sind belastungabhängigen ziehenden Knieschmerzen beidseits sowie ziehenden Schulterschmerzen links.
---
Zudem berichtet die Patientin über seit Jahren bestehende, intermittierende Knieschmerzen, aktuell verstärkt linksbetont bei Belastung, Schmerzqualität eher dumpf.
---
Weitere therapierelevante Beschwerden sind belastungsabhängige Knieschmerzen beidseits.
---
Des Weiteren berichtet die Patientin über belastungsabhängige Knieschmerzen mit Betonung auf die rechte Seite.
---
Weiterhin berichtet die Patientin über belastungsabhängige Schmerzen im rechten Knie.
---
Darüber hinaus berichtet der Patient, seit über einem Jahr unter belastungsabhängigen Schmerzen im Bereich des rechten Kniegelenkes, die auch unter Physiotherapie bisher nicht richtungsweisend besser geworden sind.
---
Es handelt sich um belastungsabhängige Knieschmerzen von stechenden sowie ziehenden Schmerzqualität.
---
Als weiteres Problem berichtet die Patientin über linksbetonte Knieschmerzen.
---
Darüber hinaus berichtet die Patientin über seit vielen Jahren bestehende Schmerzen in beiden Kniegelenken, sowohl in Ruhe als auch bei Belastung.
---
Weitere behandlungsbedürftige Beschwerden seien Schulterschmerzen rechts mit schmerzhaften Bewegungseinschränkung a.e. im Rahmen eines Impingements-Syndroms.
---
Weitere therapierelevante Beschwerden sind belastungsabhängige Schulterschmerzen links.
---
Weitere behandlungsbedürftige Beschwerden seien Schulterschmerzen rechts."
188,Sonstige / unbekannt,17,15,2.5,"Die Schmerzsymptomatik sei deutlich von Fehlhaltung sowie von Stress abhängig.
---
Die Schmerzsymptomatik sei deutlich von Fehlhaltungen und Stress abhängig.
---
Schmerzsymptomatik sei deutlich von Fehlhaltung- sowie Stressabhängig.
---
Die Schmerzsymptomatik sei deutlich abhängig von Fehlhaltungen sowie von psychosozialem Stress.
---
Die Schmerzsymptomatik sei deutlich von Stress abhängig.
---
Die Schmerzsymptomatik sei deutlich Stressabhängig.
---
Die Schmerzsymptomatik verstärke sich deutlich bei Fehlhaltung bzw.
---
Schmerzverstärkung sei deutlich belastungsabhängig sowie unter Stress."
122,Schlafstörungen,15,15,2.5,"Sein Schlaf sei von Durchschlafstörungen gestört.
---
Sein Schlaf sei von Einschlafstörungen gestört.
---
Sein Schlaf sei von Schlafstörungen gestört.
---
Sein Schlaf sei von Durchschlafstörungen.
---
Sein Schlaf sei von Schlafstörungen geprägt."
192,LWS-Beschwerden,15,15,2.5,"Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit über 2-3 Jahren unter Ganzkörperschmerzen zu leiden.
---
Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit über 8-10 Jahren unter Ganzkörperschmerzen zu leiden.
---
Hinsichtlich weiteren somatischer Beschwerden berichtet der Patient seit 3-4 Jahren unter Hüfteschmerzen beidseits zu leiden.
---
Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit über zwanzig Jahren unter Ganzkörperschmerzen zu leiden.
---
Hinsichtlich der somatischen Beschwerden berichtet die Patientin, seit Jahren unter Berührungsschmerzen in beiden Oberschenkeln zu leiden.
---
Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über zwei Jahren unter diffusen, multilokulären Schmerzen zu leiden.
---
Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin, seit etwa einem halben Jahr unter Muskelschmerzen in den unteren Extremitäten zu leiden.
---
Hinsichtlich weiteren somatischer Beschwerden berichtet der Patient seit über 5 Jahren unter belastungsabhängigen stechenden Schmerzen im Bereich des Grundzehengelenks rechts.
---
Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin seit über zwanzig Jahren unter Ganzkörperschmerzen zu leiden.
---
Hinsichtlich somatischer Beschwerden gibt die Patientin seit etwa zwei bis drei Jahren bestehende, rechtsbetonte Unterschenkelschmerzen an, die eine progrediente Tendenz aufweisen.
---
Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über 12 Jahren unter Ganzkörperschmerzen zu leiden.
---
Hinsichtlich weiterer somatischer Beschwerden klagt die Patientin seit über 5–7 Jahren über Schmerzen im Bereich der Lendenwirbelsäule.
---
Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über 13 Jahren unter Ganzkörperschmerzen zu leiden.
---
Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit drei Jahren unter unter Hüfteschmerzen rechts zu leiden.
---
Hinsichtlich der somatischen Beschwerden berichtet die Patientin seit einem Jahr unter chronischer Schmerzsymptomatik zu leiden."
2,Sonstige / unbekannt,15,15,2.5,"Hier ist eine ausgeprägte Überforderung mit Burn out zu beklagen.
---
Diesbezüglich beklagt der Patient eine ausgeprägte Überforderung mit Burnout.
---
Die Patientin berichtet zudem, dass sie seit dem im Februar 2016 erlittenen Burnout eine erhöhte emotionale Empfindlichkeit wahrnehme."
79,Schwindel,15,15,2.5,"Begleitend bestehen ausgeprägte muskuläre Verspannungen im Nacken-Schulter-Bereich.
---
Zusätzlich bestehen anhaltende muskuläre Verspannungen im Nacken-Schulter-Bereich.
---
Zudem werden rezidivierende muskuläre Verspannungen im Schulter-Nacken-Bereich sowie im Bereich der Lendenwirbelsäule angegeben.
---
Zusätzlich bestehen häufig muskuläre Verspannungen nicht nur im Nacken-Schulter-Bereich, sondern auch allgemein im gesamten Körper.
---
Begleitend bestehen ausgeprägte muskuläre Verspannungen der Nacken- und Schultermuskulatur.
---
Zudem bestehen rezidivierende muskuläre Verspannungen im Schulter-Nacken-Bereich.
---
Begleitend bestehen ausgeprägte muskuläre Verspannungen im Nacken-Schulter-Gürtel, die sich unter körperlicher Belastung und Stress deutlich verstärken.
---
Als Begleiterscheinungen nennt sie ausgeprägte muskuläre Verspannungen im Nacken-Schulter-Bereich.
---
Begleitend liege eine ausgeprägte muskuläre Verspannung in diesem Areal vor.
---
Schwindel, Muskelverspannungen.
---
Begleitend bestehen muskuläre Verspannungen der Nacken- und Schultermuskulatur.
---
Seit paar Jahren bestehen zudem Muskelverspannungen im Schulter-Nacken-Bereich."
52,Angst / Panik,15,15,2.5,"In sozialen Beziehungen habe sie sich zunehmend zurückgezogen.
---
Im sozialen Kontext habe sie sich zunehmend zurückgezogen.
---
In sozialen Beziehungen habe sie sich zunehmend zurückhaltend gezeigt.
---
In sozialen Kontakten habe sie sich zunehmend zurückgezogen.
---
Zudem verspüre sie zeitweise innere Unruhe und sei in sozialen Beziehungen etwas zurückhaltender geworden."
39,Boilerplate – Erwartungen,15,15,2.5,"Vom Aufenthalt erhoffe sich die Patientin, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung.
---
Vom Aufenthalt erhoffe die Patientin, wieder Energie und Kraft aufzubauen sowie eine Beschwerdelinderung.
---
Vom Aufenthalt erhofft sich die Patientin, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung.
---
Vom Aufenthalt erhoffe sich die Patientin, wieder Energie und Kraft aufzubauen sowie eine Beschwerdelinderung.
---
Vom Aufenthalt erhoffe die Patientin, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung."
148,Erschöpfung / Müdigkeit,15,15,2.5,"Sie berichtet, dass sie sich sehr erschöpft fühle und ihre Belastbarkeitsgrenze sei viel schneller als vorher erreicht."
32,Sonstige / unbekannt,14,14,2.4,"Es gelingt ihr kaum, Nötigste zu schaffen.
---
Es gelinge ihr kaum, das Nötigste zu bewältigen.
---
Es gelingt ihm kaum, Nötigste zu schaffen.
---
Nur mit großer Mühe gelinge es ihr, das Nötigste zu schaffen."
121,Schlafstörungen,14,14,2.4,"Darüber hinaus ist sein Schlaf von Ein- und Durchschlafstörungen gestört.
---
Weiterhin sei ihn Schlaf von ausgeprägten Ein- und Durchschlafstörungen gestört.
---
Sein Schlaf sei von Ein- und Durchschlafstörungen gestört.
---
Sein Schlaf sei durch Ein- und Durchschlafstörungen beeinträchtigt.
---
Sein Schlaf sei teilweise von Ein- und Durchschlafstörungen gestört.
---
Außerdem sei sein Schlaf von Ein- und Durchschlafstörungen gestört.
---
Darüber hinaus sei sein Schlaf von Durchschlafstörungen gestört.
---
Zudem sei sein Schlaf von Einschlafstörungen gestört.
---
Weiterhin sei sein Schlaf von ausgeprägten Durchschlafstörungen gestört.
---
Sein Schlaf sei durch Ein- und Durchschlafstörungen erheblich beeinträchtigt."
130,Angst / Panik,14,14,2.4,"Sie spüre häufig innere Unruhe und fühle sie sich angespannt sowohl körperlich als auch seelisch.
---
Sie spüre häufig innere Unruhe und fühle sie sich immer angespannt sowohl körperlich als auch seelisch.
---
Sie spüre fast immer innere Unruhe und fühle sie sich angespannt sowohl körperlich als auch seelisch.
---
Sie spüre teilweise innere Unruhe und fühle sie sich angespannt sowohl körperlich als auch seelisch."
