cluster_id,segment_count,document_count,percent,representative_phrases
181,12,12,2.0,Die Schmerzen strahlen häufig in die Schultern sowie in den Beinen aus. | Die Schmerzen strahlen häufig in die Schultern sowie in den Beinen aus. | Die Schmerzen strahlen beidseits in die Schultern und Arme aus und werden als ziehend beschrieben. | Zeitweise strahlen die Schmerzen in beide Schultern aus. | Teilweise strahlen die Schmerzen sowohl nach oben zum Kopf als nach unter in die linke Schulter.
16,15,12,2.0,Anamnestisch sei Bandscheibenvorfall L4/5 vorbekannt. | Anamnestisch ist ein Bandscheibenvorfall im Segment L4/5 vorbekannt. | Bandscheibenvorfall L4/5 u. | Bandscheibenvorfall L4/5 u. | Anamnestisch sei ein Bandscheibenvorfall C5/6 vorbekannt.
24,12,12,2.0,"Die Patientin ist im Hause bekannt, 2024 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2024 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2024 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2024 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2024 befand sie sich zum letzten Mal in unserer stationären Behandlung."
23,12,12,2.0,"Die Patientin ist im Hause bekannt, 2019 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2019 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2019 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2019 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2019 befand sie sich zum letzten Mal in unserer stationären Behandlung."
37,12,12,2.0,Vom Aufenthalt erhoffe er wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung. | Vom Aufenthalt erhoffe er wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung. | Vom Aufenthalt erhoffe er wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung. | Vom Aufenthalt erhoffe er wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung. | Vom Aufenthalt erhoffe er wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung.
51,12,12,2.0,Die Beschwerden haben sich in letzten 3-4 Jahren deutlich zugespitzt. | Die Beschwerden haben sich in letztes halbes Jahr deutlich zugespitzt. | Die Beschwerden haben sich seit letztem halben Jahr deutlich zugespitzt. | Die Beschwerden haben sich in letzten Jahren zugespitzt. | Die Beschwerden haben sich in letzten drei Jahren deutlich zugespitzt.
156,12,12,2.0,Ihre Leistungsfähigkeit sei stark eingeschränkt. | Ihre Leistungsfähigkeit sei stark eingeschränkt. | Ihre Leistungsfähigkeit sei stark eingeschränkt. | Ihre Leistungsfähigkeit sei stark eingeschränkt. | Ihre Leistungsfähigkeit sei stark eingeschränkt.
3,11,11,1.9,"Ihr Appetit sei gut, keine Gewichtsabnahme. | Ihr Appetit sei gut, keine Gewichtsabnahme. | Ihr Appetit sei gut, keine Gewichtsabnahme. | Ihr Appetit sei gut, keine Gewichtsabnahme. | Ihr Appetit sei gut, keine Gewichtsabnahme."
85,11,11,1.9,"Sie habe das Gefühl, dass sie nur sehr wenig Kraft habe. | Sie habe das Gefühl, dass sie nur sehr wenig Kraft habe. | Sie habe das Gefühl, dass sie nur sehr wenig Kraft habe. | Sie habe das Gefühl, dass sie nur sehr wenig Kraft habe. | Sie habe das Gefühl, dass sie nur sehr wenig Kraft habe."
15,11,11,1.9,"Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden."
54,11,11,1.9,In den Beziehungen zu anderen sei sie sehr zurückhaltend geworden. | In den Beziehungen zu anderen sei sie sehr zurückhaltend geworden. | In den Beziehungen zu anderen sei sie sehr zurückhaltend geworden. | In den Beziehungen zu anderen sei sie sehr zurückhaltend geworden. | In den Beziehungen zu anderen sei sie sehr zurückhaltend geworden.
72,11,11,1.9,"Seine Stimmung sei schwankend, häufig gedrückt. | Seine Stimmung sei schwankend, teilweise gedrückt. | Seine Stimmung sei schwankend, phasenweise gedrückt. | Seine Stimmung sei schwankend, phasenweise gedrückt. | Seine Stimmung sei sehr schwankend, teilweise bedrückt."
7,11,11,1.9,"Diese treten ca. 3-4 x pro Woche auf und halten einen Tag lang an. | Diese treten ca. 3-4 x pro Woche auf und halten einen Tag lang an. | Diese treten ca. 3-4 x pro Woche auf und halten einen Tag lang an. | Derzeit treten sie alle paar Tage etwa 2–3 Mal pro Woche auf und dauern unterschiedlich lang, teils einen halben, teils einen ganzen Tag. | Häufigkeit beträgt ca. 3-4 wöchentlich."
20,11,11,1.9,"Der Patient ist im Hause bekannt, 2020 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Der Patient ist im Hause bekannt, 2020 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2020 befand er sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2020 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2020 befand sie sich zum letzten Mal in unserer stationären Behandlung."
193,11,11,1.9,"Hinsichtlich weiteren somatischer Beschwerden berichtet der Patient seit Jahren unter chronischen Dorsalgien in HWS-und LWS-Bereich zu leiden. | Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über 3-4 Jahren unter chronischen Dorsalgien in HWS-und LWS-Bereich zu leiden. | Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über 2-3 Jahren unter chronischen Dorsalgien in HWS-und LWS-Bereich zu leiden. | Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit einem Jahr unter Dorsalgien in HWS-und LWS-Bereich zu leiden. | Hinsichtlich weiteren somatischer Beschwerden gibt die Patientin chronischen Dorsalgien im LWS-Bereich an, die seit vielen Jahren bestehen würden."
216,11,11,1.9,Schmerzen werden als ziehenden empfunden. | Schmerzen werden als ziehenden empfunden. | Schmerzen werden als ziehenden empfunden. | Schmerzen werden als ziehenden empfunden. | Schmerzen werden als ziehenden empfunden.
100,11,11,1.9,Weiterhin bestehen Konzentrations- und Merkfähigkeitsstörungen. | Weiterhin bestehen Konzentrations- und Merkfähigkeitsstörungen. | Weiterhin bestehen Konzentrations- und Merkfähigkeitsstörungen. | Weiterhin bestehen Konzentrations- und Merkfähigkeitsstörungen. | Weiterhin bestehen Konzentrations- und Merkfähigkeitsstörungen.
108,11,11,1.9,Zudem leide sie unter unspezifischen Nahrungsmittelunverträglichkeiten (z.B. | Zudem leide sie unter unspezifischen Nahrungsmittelunverträglichkeiten (z.B. | Zudem leide sie unter unspezifischen Nahrungsmittelunverträglichkeiten (z.B. | Es bestünden unspezifischen Nahrungsmittelunverträglichkeiten (z.B. | Es bestünden unspezifischen Nahrungsmittelunverträglichkeiten (z.B.
213,11,11,1.9,Schmerzen werden als stechenden empfunden. | Schmerzen werden als stechenden empfunden. | Schmerzen werden als stechenden empfunden. | Schmerzen werden als stechenden empfunden. | Schmerzen werden als stechenden empfunden.
175,11,11,1.9,"Darüber hinaus leide die Patientin seit einigen Jahren unter Zervikobrachialgien. | Zudem berichtet die Patientin, seit über zwanzig Jahren an Zervikobrachialgien zu leiden. | Bei Aufnahmegespräch berichtet der Patient über vielen Jahren unter Zervikobrachialgien zu leiden. | Bei Aufnahmegespräch berichtet die Patientin, seit über elf Jahren unter Zervikobrachialgien zu leiden. | Weiterhin klagte die Patientin über Jahren unter intermittierenden Zervikobrachialgien."
84,11,11,1.9,Er fühle sich ständig energielos. | Er fühle sich ständig energielos. | Er fühle sich ständig energielos. | Er fühle sich ständig energielos. | Er fühle sich ständig energielos.
61,11,11,1.9,Aktuell bestehen ausgeprägte Erschöpfungszustände mit deutlicher kognitiver Einschränkung in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen). | Aktuell bestehen ausgeprägte Erschöpfungszustände mit deutlicher kognitiver Einschränkung in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen). | Aktuell bestehen ausgeprägte Erschöpfungszustände mit deutlicher kognitiver Einschränkung in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen). | Aktuell bestehen ausgeprägte Erschöpfungszustände mit deutlicher kognitiver Einschränkung in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen). | Aktuell bestehen neben ihren ausgeprägten Erschöpfungszuständen noch erhebliche  kognitiver Einschränkungen in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen).
80,11,11,1.9,Es bestehe eine ausgeprägte Druckempfindlichkeit der Muskulatur am gesamten Körper. | Es bestehe eine ausgeprägte Druckempfindlichkeit der Muskulatur am gesamten Körper. | Es bestehe eine ausgeprägte Druckempfindlichkeit der Muskulatur am gesamten Körper. | Es bestehe eine ausgeprägte Druckempfindlichkeit der Muskulatur am gesamten Körper. | Es bestehe eine ausgeprägte Druckempfindlichkeit der Muskulatur am gesamten Körper.
62,11,11,1.9,Der Schmerz hält dann mehrere Tage lang an. | Die Schmerzen halten in der Regel mehrere Stunden an. | Schmerzen treten unmittelbar nach Belastung auf und halten mehrere Stunden lange an. | Die Schmerzen treten wöchentlich auf und halten jeweils 2–3 Tage an. | Die Schmerzen halten mehrere Stunden oder den ganzen Tag an.
10,10,10,1.7,"Vom Aufenthalt erhoffe sich die Patientin, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe sich die Patientin, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe sich die Patientin, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe sich die Patientin, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe sich die Patientin, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden."
86,10,10,1.7,Sie fühle sich überwiegend energielos. | Sie fühle sich überwiegend energielos. | Sie fühle sich überwiegend energielos. | Sie fühle sich überwiegend energielos. | Sie fühle sich überwiegend energielos.
163,10,10,1.7,"Einen Hauptschmerz könne sie nicht benennen, da immer verschiedene Schmerzen im Vordergrund stehen würden. | Einen Hauptschmerz könne sie nicht benennen, da immer verschiedene Schmerzen im Vordergrund stehen würden. | Einen Hauptschmerz könne sie nicht benennen, da immer verschiedene Schmerzen im Vordergrund stehen würden. | Einen Hauptschmerz könne sie nicht benennen, da immer verschiedene Schmerzen im Vordergrund stehen würden. | Einen Hauptschmerz könne sie nicht benennen, da immer verschiedene Schmerzen im Vordergrund stehen würden."
208,10,10,1.7,"Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung sowie Spannungskopfschmerzen an. | Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung sowie Spannungskopfschmerzen an. | Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung, häufigen Blockaden sowie Spannungskopfschmerzen an. | Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung, häufigen Blockaden sowie Spannungskopfschmerzen an. | Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung, häufigen Blockaden mit Schwindelanfällen sowie Spannungskopfschmerzen an."
118,10,10,1.7,Der Schlaf sei nicht erholsam. | Der Schlaf sei nicht erholsam. | Der Schlaf sei nicht erholsam. | Der Schlaf sei nicht genug erholsam. | Der Schlaf sei nicht genug erholsam.
13,10,10,1.7,"Vom Aufenthalt erhoffe er, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden | Vom Aufenthalt erhoffe er, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden | Vom Aufenthalt erhoffe er, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden | Vom Aufenthalt erhoffe er, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden | Vom Aufenthalt erhoffe er, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden"
60,10,10,1.7,"Morgens wacht sie dann wie „gerädert“ auf, was ihre ausgeprägte Müdigkeitssymptomatik zusätzlich verstärkt. | Morgens erwacht die Patientin regelmäßig mit dem Gefühl, „wie gerädert“ zu sein, was die ausgeprägte Müdigkeitssymptomatik zusätzlich verstärkt. | Morgens erwache die Patientin wie „gerädert“ und deutlich erschöpft, was die chronische Müdigkeitssymptomatik zusätzlich verstärke. | Morgens wacht die Patientin wie „gerädert“ und sehr erschöpft auf, was ihre chronische Müdigkeitssymptomatik zusätzlich deutlich verstärkt. | Morgens erwacht die Patientin teilweise „wie gerädert“ und fühlt sich stark erschöpft, wodurch die bestehende chronische Müdigkeitssymptomatik zusätzlich deutlich verstärkt wird."
28,11,10,1.7,"Bildgebende Diagnostik zeige erosive Osteochondrose L5/S1, intra-extraforaminale Bandcheibenprotrusion L5/S1 sowie hypertrophe Facettenarthrose L3/4 bis L5/S1 beidseits. | Im MRT der LWS vom 07.06.2022: Osteochondrose L2-5 und Facettengelenksarthrosen L2-5, keine zentrale oder foraminale Stenose. | MRT LWS nativ vom 06.02.2020 zeigte unter anderem linkskonvexe Skoliose der LWS, deutliche Osteochondrose in allen lumbalen Segmenten, beginende Spondylosis deformans sowie Bandscheibenprotrusionen L4/L5 und L5/S1. | Es liegen degenerative Veränderungen der LWS mit Bandscheibenprolaps L2/3, Spondylarthrose L5/S1 sowie Osteochondrosen L1/2 und L5/S1 vor. | Lumboischalgie bei Osteochondrose L5/S1 diskret, bei mediane Bandscheibenprotrusion, diskrete Einengung des Neuroforamens links und bei subligamentarer Bandscheibenvorfall L5/S1 mit bds."
66,10,10,1.7,Zudem schlafen häufig ihre Finger ein. | Teilweise schlafen ihre Hände ein. | Häufig schlafen ihre Finger ein. | Teilweise schlafen ihre Finger ein. | Zudem schlafen häufig ihre Finger linksbetont ein.
5,10,10,1.7,"Sie beschreibt eine gesteigerte emotionale Empfindlichkeit, insbesondere in Situationen, die sie zuvor als unproblematisch empfunden habe. | Sie beschreibt eine gesteigerte emotionale Empfindlichkeit, insbesondere in Situationen, die sie zuvor als unproblematisch empfunden habe. | Sie beschreibt eine gesteigerte emotionale Empfindlichkeit, insbesondere in Situationen, die sie zuvor als unproblematisch empfunden habe. | Sie beschreibt eine gesteigerte emotionale Empfindlichkeit, insbesondere in Situationen, die sie zuvor als unproblematisch empfunden habe. | Sie beschreibt eine gesteigerte emotionale Empfindlichkeit, insbesondere in Situationen, die sie zuvor als unproblematisch empfunden habe."
21,10,10,1.7,"Die Patientin ist im Hause bekannt, 2014 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2014 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2014 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Die Patientin ist im Hause bekannt, 2014 befand sie sich zum letzten Mal in unserer stationären Behandlung. | Der Patient ist im Hause bekannt, 2014 befand sie sich zum letzten Mal in unserer stationären Behandlung."
8,10,10,1.7,"Es bestünde eine Morgensteifigkeit, die ca. 1/2 Stunde anhalte. | Es bestünde eine Morgensteifigkeit, die ca. 1-2 Stunden anhalten würde. | Es bestünde eine Morgensteifigkeit, die ca. eine halbe Stunde beträgt. | Morgensteifigkeit ca. 1 Stunde. | Außerdem bestünde eine Morgensteifigkeit, welche ca. ein bis zwei Stunden anhalten würde."
99,10,10,1.7,Ihre Konzentration sowie Merkfähigkeit seien beeinträchtigt. | Ihre Konzentration sowie Merkfähigkeit seien beeinträchtigt. | Ihre Konzentration sowie Merkfähigkeit seien beeinträchtigt. | Ihre Konzentration sowie Merkfähigkeit seien beeinträchtigt. | Ihre Konzentration sowie Merkfähigkeit seien beeinträchtigt.
95,10,10,1.7,Ganzkörperschmerzen sein manchmal von einer morgendlichen Steifigkeit begleitet. | Ganzkörperschmerzen sein manchmal von einer morgendlichen Steifigkeit begleitet. | Ganzkörperschmerzen sein manchmal von einer morgendlichen Steifigkeit begleitet. | Die Ganzkörperschmerzen sein manchmal von einer morgendlichen Steifigkeit begleitet. | Häufig würden die Ganzkörperschmerzen von einer morgendlichen Steifigkeit begleitet sein.
116,10,10,1.7,Sie sei häufig gereizt. | Sie sei häufig gereizt. | Sie sei häufig gereizt. | Sie sei häufig gereizt. | Sie sei häufig gereizt.
113,10,10,1.7,Die Patientin kommt zu stationäre Aufnahme mit einem komplexen psychosomatischen Krankheitsbild. | Die Patientin kommt zu stationäre Aufnahme mit einem komplexen psychosomatischen Krankheitsbild. | Die Patientin kommt zu stationäre Aufnahme mit einem komplexen psychosomatischen Krankheitsbild. | Die Patientin kommt zu stationäre Aufnahme mit einem komplexen psychosomatischen Krankheitsbild. | Die Patientin kommt zu stationäre Aufnahme mit einem komplexen psychosomatischen Krankheitsbild.
132,11,10,1.7,Lokale Wärme würde zur kurzzeitigen Linderung führen. | Auch hier würde lokale Wärme zur kurzzeitigen Linderung führen. | Auch hier würde lokale Wärme zur kurzzeitigen Linderung führen. | Auch hier würde Wärme kurzzeitige Linderung bringen. | Lokale Wärme würde hier eine kurzzeitige Linderung bringen.
90,10,10,1.7,"Er habe oft das Gefühl, dass er langsam keine Kraft mehr habe. | Er habe oft das Gefühl, dass er langsam keine Kraft mehr habe. | Er habe oft das Gefühl, dass er langsam keine Kraft mehr habe. | Er habe oft das Gefühl, dass er langsam keine Kraft mehr habe. | Er habe oft das Gefühl, dass er langsam keine Kraft mehr habe."
64,10,10,1.7,Zudem leide unter muskulärer Anspannung im BWS-Bereich. | Zudem leide unter muskulärer Anspannung im BWS-Bereich. | Zudem leide unter muskulärer Anspannung im BWS-Bereich. | Zudem leide unter muskulärer Anspannung im BWS-Bereich. | Zudem leide unter muskulärer Anspannung im BWS-Bereich.
70,9,9,1.5,"Wärme würde hier zu kurzfristiger Besserung führen, Kälte dagegen zur Verschlechterung. | Wärme würde hier zu kurzfristiger Besserung führen, Kälte dagegen zur Verschlechterung. | Wärme würde hier zu kurzfristiger Besserung führen, Kälte dagegen zur Verschlechterung. | Wärme würde hier zu kurzfristiger Besserung führen, Kälte dagegen zur Verschlechterung. | Wärme würde hier zu kurzfristiger Besserung führen, Kälte dagegen zur Verschlechterung."
9,9,9,1.5,Der Patient ist im Hause bekannt. | Der Patient ist im Hause bekannt. | Der Patient ist im Hause bekannt. | Der Patient ist im Hause bekannt. | Der Patient ist im Hause bekannt.
199,9,9,1.5,Schmerzqualität sei ziehend. | Schmerzqualität sei ziehend. | Schmerzqualität sei ziehend. | Schmerzqualität sei ziehend. | Schmerzqualität sei ziehend.
206,9,9,1.5,Im Nacken-Schulterbereich handle es sich um anhaltende Schmerzen von ziehender Schmerzqualität. | Im Nacken-Schulterbereich handle es sich um anhaltende Schmerzen von ziehender Schmerzqualität. | Im Nacken-Schulterbereich handle es sich um anhaltende Schmerzen von ziehender Schmerzqualität. | Im Nacken-Schulterbereich handle es sich um anhaltende Schmerzen von ziehender Schmerzqualität. | Im Nacken-Schulterbereich handle es sich um anhaltende Schmerzen von ziehender Schmerzqualität.
195,9,9,1.5,"Hinsichtlich somatischer Beschwerden berichtet der Patient seit über zehn Jahren unter chronischen Dorsalgien in allen Etagen der Wirbelsäle zu leiden. | Hinsichtlich somatischer Beschwerden berichtet der Patient seit über zehn Jahren unter chronischen Dorsalgien in fast allen Etagen der Wirbelsäle zu leiden. | Hinsichtlich somatischer Beschwerden berichtet die Patientin über chronische Dorsalgien in nahezu allen Abschnitten der Wirbelsäule, bestehend seit über zehn Jahren. | Hinsichtlich weiteren somatischer Beschwerden gibt die Patientin chronischen Dorsalgien in allen Abschnitten der Wirbelsäle an, die seit über zehn Jahren bestehen würden. | Hinsichtlich weiteren somatischer Beschwerden berichtet der Patient seit über zwanzig Jahren unter chronischen Dorsalgien in allen Etagen der Wirbelsäle zu leiden."
154,9,9,1.5,"Ihr Antrieb sowie ihre Leistungsfähigkeit seien reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht. | Ihr Antrieb sowie ihre Leistungsfähigkeit seien reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht. | Ihr Antrieb sowie ihre Leistungsfähigkeit seien reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht. | Ihr Antrieb sowie ihre Leistungsfähigkeit seien reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht. | Ihr Antrieb sowie ihre Leistungsfähigkeit seien reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht."
155,9,9,1.5,"Ihr Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht. | Ihr Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht. | Ihr Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht. | Ihr Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht. | Ihr Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht."
141,9,9,1.5,Die Schmerzen werden durch Wärme kurzzeitig gelindert. | Die Schmerzen werden durch Wärme kurzzeitig gelindert. | Die Schmerzen werden durch Wärme kurzzeitig gelindert. | Die Schmerzen werden durch Wärme kurzzeitig gelindert. | Die Schmerzen werden durch Wärme kurzzeitig gelindert.
133,9,9,1.5,Er sei schnell überreiz und leide unter innere Unruhe. | Er sei schnell überreiz und leide unter innere Unruhe. | Er sei schnell überreiz und leide unter innere Unruhe. | Er sei schnell überreiz und leide unter innere Unruhe. | Er sei schnell überreiz und leide unter innere Unruhe.
29,9,9,1.5,"Zudem berichtet die Patientin über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können. | Die Patientin berichtet zudem über Zukunfts- und Existenzängste sowie über die Sorge, nicht mehr den eigenen Ansprüchen genügen zu können. | Der Patient berichtet zudem über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr genügen zu können. | Zudem berichtet der Patient über Zukunfts- und Existenzängste sowie die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können. | Die Patientin berichtet zudem über ausgeprägte Zukunfts- und Existenzängste sowie über die Sorge, nicht ausreichend leistungsfähig bzw. „nicht gut genug“ zu sein."
35,9,9,1.5,Die Finger seien sehr steif und nur schwer beweglich. | Die Finger seien sehr steif und nur schwer beweglich. | Die Finger seien sehr steif und nur schwer beweglich. | Die Finger seien sehr steif und nur schwer beweglich. | Die Fingergelenke fühlen sich steif an.
71,9,9,1.5,Teilweise leide er an einer gedrückten Stimmung. | Teilweise leide er an einer gedrückten Stimmung. | Teilweise leide er an einer gedrückten Stimmung. | Teilweise leide er an einer gedrückten Stimmung. | Teilweise leide er an einer gedrückten Stimmung.
45,9,9,1.5,Vom Aufenthalt erhoffe der Patient wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe der Patient wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe der Patient wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe der Patient wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe der Patientin wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung.
25,9,9,1.5,"Der Patient ist im Hause bekannt, 2023 befand er sich zum letzten Mal in unserer stationären Behandlung. | Der Patient ist im Hause bekannt, 2023 befand er sich zum letzten Mal in unserer stationären Behandlung. | Der Patient ist im Hause bekannt, 2023 befand er sich zum letzten Mal in unserer stationären Behandlung. | Der Patient ist im Hause bekannt, 2023 befand er sich zum letzten Mal in unserer stationären Behandlung. | Der Patient ist im Hause bekannt, 2022 befand er sich zum letzten Mal in unserer stationären Behandlung."
76,9,9,1.5,Es sei die Diagnose einer Fibromyalgie gestellt worden. | Es sei die Diagnose einer Fibromyalgie gestellt worden. | Es sei die Diagnose einer Fibromyalgie gestellt worden. | Die Diagnose einer Fibromyalgie wurde gestellt. | Es sei die Diagnose einer Fibromyalgie vermutet.
145,9,9,1.5,"Er berichtet, dass sein Antrieb sowie seine Leistungsfähigkeit deutlich reduziert sei, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Er berichtet, dass sein Antrieb sowie seine Leistungsfähigkeit deutlich reduziert sei, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Er berichtet, dass sein Antrieb sowie seine Leistungsfähigkeit deutlich reduziert sei, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Er berichtet, dass sein Antrieb sowie seine Leistungsfähigkeit deutlich reduziert seien, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht. | Er gibt an, dass sein Antrieb sowie seine Leistungsfähigkeit seien reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht."
172,9,9,1.5,Zudem berichtet die Patientin seit über zehn Jahren unter intermittierenden HWS-Schmerzen und schmerzhafte Verspannungen im Nacken-Schulterbereich zu leiden. | Kurz gefasst leide der Patient seit über 3 Jahren immer wieder unter intermittierenden HWS-Schmerzen und schmerzhafte Verspannungen im Nacken-/Schulterbereich. | Kurz gefasst berichtet die Patientin seit Jahren unter HWS-Schmerzen mit Ausstrahlung in den Kopf und Nacken-Schulter-Bereich sowie schmerzhafte Verspannungen im Nacken-Schulterbereich zu leiden. | Bei Aufnahmegespräch berichtet die Patientin seit …….Jahren unter HWS-Schmerzen und schmerzhafte Verspannungen im Nacken-Schulterbereich zu leiden. | Kurz gefasst leide der Patient über 15 Jahren unter immer wieder auftretenden HWS-Schmerzen und schmerzhafte Verspannungen im Nacken-Schulterbereich.
185,8,8,1.4,"Im Nacken-Schulterbereich handle es sich um intermittierende Schmerzen von ziehender Schmerzqualität mit Ausstrahlung in den Schultern und Kopf. | Im Nacken-Schulterbereich handle es sich um anhaltende Schmerzen von ziehender Schmerzqualität mit Ausstrahlung in den Schultern und Kopf. | Im Nacken-Schulterbereich handle es sich um anhaltende Schmerzen von ziehender Schmerzqualität mit Ausstrahlung in den Schultern und Kopf. | Es handelt sich um rezidivierende, spannungsartige Schmerzen im Bereich der Halswirbelsäule mit Ausstrahlung okzipital sowie in beide Schulterregionen. | Es handelt sich um rezidivierende, spannungsartige Schmerzen im Bereich der Halswirbelsäule mit Ausstrahlung okzipital sowie in beide Schulterregionen."
